,State,transaction percentage
0,Bangladesh,6.192604753306976
1,Bihar,91.03603953972922
2,Karnataka,0.0008274679645777514
3,Maharashtra,2.088032661815498
4,Telangana,0.0028133910795643544
5,West Bengal,0.679682186104165
